DEM ˝æ›Œƒº˛,æ≠∂»,Œ≥∂»,∆ ºΩ«∂»,÷’÷πΩ«∂», ”µ„∏ﬂ∂»,1¡⁄”Ú£®XPDERL£©,2¡⁄”Ú£®XPDERL£©,3¡⁄”Ú£®XPDERL£©,4¡⁄”Ú£®XPDERL£©,5¡⁄”Ú£®XPDERL£©,6¡⁄”Ú£®XPDERL£©,7¡⁄”Ú£®XPDERL£©,X8¡⁄”Ú£®XPDERL£©,9¡⁄”Ú£®XPDERL£©,10¡⁄”Ú£®XPDERL£©,1¡⁄”Ú£®Our£©,2¡⁄”Ú£®Our£©,3¡⁄”Ú£®Our£©,4¡⁄”Ú£®Our£©,5¡⁄”Ú£®Our£©,6¡⁄”Ú£®Our£©,7¡⁄”Ú£®Our£©,X8¡⁄”Ú£®Our£©,9¡⁄”Ú£®Our£©,10¡⁄”Ú£®Our£©,1¡⁄”Ú£®XDraw£©,2¡⁄”Ú£®XDraw£©,3¡⁄”Ú£®XDraw£©,4¡⁄”Ú£®XDraw£©,5¡⁄”Ú£®XDraw£©,6¡⁄”Ú£®XDraw£©,7¡⁄”Ú£®XDraw£©,8¡⁄”Ú£®XDraw£©,9¡⁄”Ú£®XDraw£©,10¡⁄”Ú£®XDraw£©
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3170385,41.31731629,229.6029802,345.9564165,3,0,0,0,0,0,0,0,0,0,0,1.74E-05,0,0,0,0,0,0,0,0,0,0.012542438,0.009828318,0.006765046,0.005625,0.004540895,0.003626543,0.003229167,0.002764275,0.00251929,0.002249228
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3556613,41.35593906,205.6073231,358.7188344,3,0.000210262,6.17E-05,5.79E-06,0,0,0,0,0,0,0,2.89E-05,1.93E-06,0,0,0,0,0,0,0,0,0.00912037,0.007561728,0.005381944,0.004556327,0.003481867,0.002525077,0.002035108,0.001566358,0.00125,0.000895062
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1500756,41.15035334,156.5932504,322.42852,3,0.008136574,0.006076389,0.003821373,0.002712191,0.00168017,0.000877701,0.000395448,0.000181327,7.91E-05,1.93E-06,0.000516975,0.000316358,0.000160108,8.29E-05,3.28E-05,0,0,0,0,0,5.79E-06,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1617778,41.16205558,170.2084638,285.4491734,3,0.000407022,7.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001703318,0.000981867,0.000470679,0.000244985,5.79E-05,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4710107,41.47128851,7.911149642,51.11014736,3,1.93E-05,0,0,0,0,0,0,0,0,0,1.93E-06,0,0,0,0,0,0,0,0,0,0.001703318,0.001045525,0.000495756,0.000275849,0.000135031,2.51E-05,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2992057,41.29948345,163.0056579,313.3094576,3,9.84E-05,2.12E-05,0,0,0,0,0,0,0,0,5.79E-06,0,0,0,0,0,0,0,0,0,0.013036265,0.01046875,0.007251157,0.005844907,0.004361497,0.003059414,0.002280093,0.001662809,0.001217207,0.000783179
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6012955,41.60157332,70.11867335,254.3264366,3,0.003946759,0.003092207,0.002287809,0.001807485,0.001427469,0.001107253,0.000931713,0.000815972,0.000725309,0.000607639,0,0,0,0,0,0,0,0,0,0,1.35E-05,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.304412,41.30468977,130.1790858,151.8845277,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019280478,0.015854552,0.011558642,0.00980517,0.00773534,0.005719522,0.004546682,0.003570602,0.002810571,0.002179784
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7409442,41.74122194,248.5710337,307.0434103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003620756,0.002482639,0.00136767,0.000862269,0.000569059,0.000381944,0.000244985,9.84E-05,3.28E-05,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.284261,41.28453882,357.1459806,359.4471896,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-06,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3742361,41.37451392,232.2210457,287.9402994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002746914,0.002048611,0.001271219,0.000972222,0.000592207,0.000368441,0.000192901,6.75E-05,3.47E-05,9.65E-06
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6893444,41.68962213,253.7433337,272.6726549,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322145,8.87E-05,5.79E-06,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8015185,41.80179626,94.50245861,162.0056944,3,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316358,0.002486497,0.00173804,0.001298225,0.000806327,0.000397377,0.000200617,7.91E-05,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5093929,41.50967063,190.8112335,314.4549421,3,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37E-05,1.93E-05,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8648315,41.86510924,73.18881698,335.9791166,3,0.00023341,7.72E-05,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023534,0.000152392,5.98E-05,1.16E-05,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.250335,41.25061274,176.6601043,180.1860556,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007143133,0.005318287,0.003487654,0.002527006,0.001574074,0.000806327,0.000418596,0.000204475,0.000115741,4.24E-05
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3697366,41.37001442,219.4702755,323.2798441,3,0.000271991,0.000154321,5.40E-05,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006819059,0.00572338,0.00435571,0.003885031,0.003422068,0.002976466,0.002737269,0.002386188,0.002091049,0.00173804
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6698729,41.67015068,126.3929247,219.1333621,3,0,0,0,0,0,0,0,0,0,0,0.000339506,0.000123457,1.16E-05,0,0,0,0,0,0,0,0.006290509,0.004741512,0.003150077,0.002465278,0.001770833,0.001292438,0.001111111,0.000920139,0.000823688,0.00070216
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1283503,41.12862803,341.4522171,355.7345041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001579861,0.000916281,0.000308642,0.000104167,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8367092,41.83698697,17.01623502,138.71914,3,0.00330054,0.002573302,0.001790123,0.00119213,0.000783179,0.00052662,0.000385802,0.000225694,5.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3121304,41.31240815,253.0137347,289.9696479,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015580633,0.012513503,0.00902392,0.007829861,0.006429398,0.00509838,0.004307485,0.003510802,0.002997685,0.002527006
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5997993,41.60007708,354.5817293,357.5850805,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015721451,0.012876157,0.009400077,0.007743056,0.00587963,0.004066358,0.00293017,0.001898148,0.001267361,0.000844907
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8956029,41.89588068,186.5333324,303.4049822,3,4.82E-05,0,0,0,0,0,0,0,0,0,0.000457176,0.000316358,0.000160108,0.000104167,5.59E-05,1.93E-05,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5325472,41.53282503,355.8036656,357.9763055,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67E-05,1.93E-05,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3960305,41.39630825,105.6174698,228.3609673,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206404,0.000148534,5.40E-05,1.16E-05,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1918007,41.19207848,160.012563,196.0547366,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003586034,0.002474923,0.001265432,0.000684799,0.000310571,8.29E-05,5.79E-06,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7725411,41.77281888,44.99910947,321.2528178,3,0.000895062,0.000569059,0.000302855,0.000189043,0.000100309,5.02E-05,9.65E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-05,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7270971,41.72737487,57.98586688,77.6617051,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003290895,0.00232446,0.001379244,0.000850694,0.000476466,0.000187114,4.05E-05,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6125031,41.61278092,26.91232334,206.5238988,3,0.00605517,0.004836034,0.003562886,0.002756559,0.002100694,0.001309799,0.000862269,0.000549769,0.000347222,0.000190972,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1213417,41.12161951,95.69124172,318.8450345,3,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002297454,0.001319444,0.000503472,0.000212191,8.10E-05,1.93E-06,0,0,0,0
